Unnamed: 0,Place Name,Place ID,Latitude,Longitude,Rating,Rate_amount,Types,Address
207,丹堤咖啡 第一飯店店,ChIJ9e2pxGapQjQRXQ9ItVgW63Q,25.052241,121.53041280000001,3.7,417,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區南京東路二段63號
208,LOUISA COFFEE 路易莎咖啡 (松江店),ChIJGUx3jWCpQjQRUdfK8RGmDvk,25.0537194,121.5335237,3.5,64,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區四平街55號
211,LOUISA COFFEE 路易莎咖啡 (伊通店),ChIJSyCkRGCpQjQRqK4wwsHR0Uc,25.0528357,121.5349203,3.6,181,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","No. 85, Yitong Street, Zhongshan District"
224,cama café 台北南京店,ChIJEdTdI-qrQjQRZoAWwU1uFgU,25.0514677,121.5545067,4.2,94,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區南京東路四段108號
225,伯朗咖啡館 小巨蛋店,ChIJcVe4HuirQjQRa3HTfBW4Yvs,25.0511223,121.5505239,3.7,316,"['cafe', 'food', 'point_of_interest', 'establishment']",松山區南京東路四段2號
226,Starbucks,ChIJt0mjjOmrQjQRIPNI7JSUTag,25.051479,121.553727,4.1,442,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區南京東路四段56號1樓
227,LOUISA COFFEE 路易莎咖啡 (小巨蛋店),ChIJsf30k-mrQjQRmzCPFw8H0eE,25.0519168,121.55305039999999,3.8,414,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區南京東路四段69號
230,STARBUCKS 星巴克 (南京三民門市),ChIJlSurRpSrQjQRlDAxFcv7a-A,25.051652999999998,121.5636801,4.1,864,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區南京東路五段171號
232,Louisa Coffee 路易．莎咖啡(三民店),ChIJN1C19pSrQjQRf2uWDv21HGk,25.051691,121.562618,3.7,36,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區南京東路五段163-13號
233,STARBUCKS 星巴克 (松山車站門市),ChIJaQL2pJ6rQjQRNvc9eThhJaQ,25.0491016,121.57883799999999,4.1,570,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",信義區松山路11號
235,Louisa Coffee 路易．莎咖啡(CITYLINK松山貳號門市),ChIJZXXzvmCrQjQRaKsROPeSfhM,25.049634100000002,121.5791361,3.7,191,"['cafe', 'food', 'point_of_interest', 'establishment']",松山區市民大道六段131號
236,cama café 松山饒河店,ChIJgamwWZmrQjQRuABpbE3Kzt4,25.0499033,121.57613090000001,4.4,111,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區八德路四段668號
237,STARBUCKS 星巴克 (南勢角門市),ChIJ75bsvnMCaDQRWyCtIFQIuso,24.9898503,121.5101533,4,816,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中和區和平街1號
239,Louisa Coffee 路易．莎咖啡(捷運景安店),ChIJWyEtGXcCaDQRTTkavbHyJWo,24.9942124,121.50527609999999,4,235,"['cafe', 'food', 'point_of_interest', 'establishment']",中和區景安路175-2號
240,cama café 四號公園店,ChIJke6C896pQjQRd2JFkTTPW8s,25.0031289,121.51320690000001,4.3,193,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中和區中安街24號
241,85度C 咖啡蛋糕麵包-永和頂溪店,ChIJfyrLxcKpQjQRT_FJ6uMhRc8,25.0118999,121.5148949,3.4,325,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",永和區永和路二段105號
243,STARBUCKS 星巴克 (永和頂溪門市),ChIJ48nCrsKpQjQRE4qA5mSx-64,25.0134396,121.5152298,3.9,705,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",永和區永和路二段181號
249,伯朗咖啡館 科大店,ChIJ57TqDX2pQjQRd8b2xKxjsks,25.0417189,121.53531240000001,4,3057,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區忠孝東路三段52號1F
250,STARBUCKS 星巴克 (忠新門市),ChIJrRnsfXypQjQReSSLn02HMjE,25.0420059,121.53171090000002,4.1,833,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區忠孝東路二段134巷2號
252,路易莎咖啡 Louisa Coffee 忠孝新生店,ChIJFzxPdnypQjQRtNRJC_AXr7I,25.041259600000004,121.5314213,3.4,105,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區新生南路一段56號
263,STARBUCKS 星巴克 (松江門市),ChIJN9Jm9V6pQjQRyxqAPSSMVr0,25.057812300000002,121.5329162,4,974,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區松江路210號
265,STARBUCKS 星巴克 (松江錦州門市),ChIJ6VKxyEapQjQReO5LTWxKE1c,25.0592016,121.53343559999999,4.2,339,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區松江路239號1樓
267,cama café 民生松江店,ChIJw6bQRV2pQjQRObV_wUSS5cg,25.0580619,121.53243490000001,3.8,85,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區民生東路二段133號
268,LOUISA COFFEE 路易莎咖啡 (民生松江店),ChIJaykgil6pQjQRGV9qqdxCx8g,25.057851,121.532371,3.7,243,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區民生東路二段150號
273,85度C,ChIJ-YImliKpQjQRh7eRvb69iQE,25.06331,121.501291,3.5,282,"['meal_delivery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",三重區重新路一段100號
275,路易莎咖啡,ChIJT4H6QB6pQjQRjJi0KVKDj6U,25.0606229,121.4928811,-,-,"['cafe', 'food', 'point_of_interest', 'establishment']",Taiwan
277,路易•莎咖啡 三重重新店（菜寮捷運站）,ChIJlXy3QR6pQjQR6hjxmB8vgsQ,25.060650199999998,121.49289329999999,3.8,560,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",三重區重新路三段94號
278,STARBUCKS 星巴克 (新莊中正門市),ChIJfaIRy7arQjQRWb3cNnEseWA,25.0357438,121.4499853,4.1,620,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",新莊區中正路178號
280,85度C 咖啡蛋糕 三重三和店,ChIJw3TorNCoQjQRKu2DtHbFaRI,25.077158899999997,121.485445,3.3,98,"['cafe', 'food', 'point_of_interest', 'establishment']",三重區三和路四段272號
282,伯朗咖啡館 徐匯廣場店,ChIJK_6cLNCoQjQRBs7wjGY8GBw,25.080478600000003,121.48045549999999,3.9,210,"['cafe', 'food', 'point_of_interest', 'establishment']",蘆洲區中山一路8號3樓
283,Louisa Coffee 路易．莎咖啡(土城頂埔店),ChIJnW97d-kcaDQRrTyqnFfHoOY,24.960276500000003,121.41978970000001,3.8,275,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",土城區中央路四段62之3號
284,STARBUCKS 星巴克 (亞東門市),ChIJz8M1n7ECaDQR-x4gQ7LziEI,24.9971313,121.45250109999999,4,186,"['cafe', 'food', 'point_of_interest', 'establishment']",板橋區南雅南路二段21號3號出口亞東醫院旁亞東捷運站
286,cama café 板橋亞東店,ChIJA6sLorECaDQRkhQ-Q1jhbu4,24.9972647,121.45277150000001,3.3,26,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",板橋區南雅南路二段21號B1
287,丹堤咖啡,ChIJraGuiqcCaDQRzHm09XC87lI,25.0089325,121.45863500000002,3.6,805,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",板橋區府中路39號
288,STARBUCKS 星巴克 (板中門市),ChIJUykVf6cCaDQR8PgutsUUhUw,25.0081822,121.4599792,4,1007,"['cafe', 'food', 'point_of_interest', 'establishment']",板橋區中山路一段15號1樓
290,Louisa Coffee 路易．莎咖啡(板橋店),ChIJU-SJOx2oQjQRx4KZOU27v6c,25.010179,121.457823,3.6,172,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",板橋區文化路一段17號
291,Louisa Coffee 路易莎咖啡,ChIJSU3ToacCaDQRg-oLM-zV3Xo,25.0071999,121.4597135,3.9,167,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",板橋區館前東路9號
293,STARBUCKS 星巴克 (板橋車站門市),ChIJAVh27B6oQjQRbaBjdZrtmeY,25.014050100000002,121.4638196,3.8,324,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",板橋區縣民大道二段7號B1
295,星巴克-板站1F,ChIJB3RixBapQjQRqX_9KRlOd3Y,25.0137367,121.46365719999999,3.6,33,"['cafe', 'food', 'point_of_interest', 'establishment']",板橋區新民里
296,Louisa Coffee 路易．莎咖啡(板橋環球門市),ChIJC6UGngqpQjQRMTUq75Iscds,25.014394699999997,121.46400990000002,2.3,71,"['cafe', 'food', 'point_of_interest', 'establishment']",板橋區縣民大道二段7號B1東側
297,丹堤咖啡 捷運新埔店,ChIJV6WZHRaoQjQRao-O5mjYvLo,25.0215299,121.468395,3.8,591,"['cafe', 'food', 'point_of_interest', 'establishment']",板橋區民生路二段237號
298,STARBUCKS 星巴克 (板橋新巨蛋門市),ChIJ1_vNIT6oQjQRGk16pnEQv8o,25.0236277,121.46879990000001,4.1,482,"['cafe', 'food', 'point_of_interest', 'establishment']",板橋區文化路一段360號
300,Louisa Coffee 路易．莎咖啡(板橋新埔門市),ChIJsYGqMw2pQjQR4OgW7j_QZGE,25.0239639,121.46696000000001,3.7,224,"['cafe', 'food', 'point_of_interest', 'establishment']","1樓, No. 21號, 民生路三段, 板橋區"
301,Dante Coffee,ChIJ5w24DxaoQjQROlzSNYv6WMA,25.0219948,121.4676267,-,-,"['cafe', 'food', 'point_of_interest', 'establishment']",Taiwan
302,怡客咖啡 江翠捷運店,ChIJrXRUAkGoQjQRSjjsfQE1Vw4,25.029781399999997,121.4719402,3.7,439,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",板橋區文化路二段311號
303,STARBUCKS 星巴克 (板雙門市),ChIJpbLI0ECoQjQRmwCg1bx6p8s,25.0287562,121.4735765,4.2,1127,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",板橋區雙十路二段193號
305,Louisa Coffee 路易．莎咖啡 板橋江子翠店,ChIJTQTCQ0GoQjQRkRAg7dv54v8,25.031,121.473045,4,423,"['cafe', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",板橋區文化路二段367號
306,85度c咖啡蛋糕麵包店-萬華廣州店,ChIJ56dQHrupQjQRpw9p7qSRDB0,25.036551100000004,121.500546,3.1,269,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",萬華區廣州街150號
307,丹堤咖啡,ChIJy9zJ2q6pQjQRhhdrV3RLpDs,25.035690300000002,121.4992105,3.3,516,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",萬華區西園路一段214-1號
308,Louisa Coffe 路易莎咖啡(龍山店),ChIJkTOOw66pQjQR_fkSO-6VrEg,25.0354942,121.498948,4.2,379,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",萬華區和平西路三段143號
335,STARBUCKS RESERVE™ 星巴克典藏咖啡 (紹興門市),ChIJq5CpdnCpQjQRJj60IikpJJ8,25.0445663,121.525222,4.1,736,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區忠孝東路一段31號1樓
337,LOUISA COFFEE 路易莎咖啡,ChIJCz2-YnCpQjQRC97ugm-dTYE,25.043707100000002,121.5247827,3.8,144,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區紹興南街4-1號
356,STARBUCKS RESERVE™ 星巴克龍門新概念店,ChIJ_YvA9-WrQjQR8rHCrpoKgh8,25.0413206,121.54816389999999,4.3,2133,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區忠孝東路四段134號
358,STARBUCKS 星巴克 (同領門市),ChIJY1uqz8irQjQRbMlb2e98UiI,25.0416768,121.55165500000001,3.5,120,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區忠孝東路四段201號
360,Mövenpick Café-莫凡彼台北明曜店,ChIJ-_PRosWrQjQRCmfAeTwxd14,25.0412324,121.5520137,4.1,509,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區忠孝東路四段200號5樓
361,STARBUCKS 星巴克 (華視門市),ChIJ3Tv9FOerQjQRttsoFFBkLIg,25.0424582,121.55672320000001,4,546,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區光復南路180巷14號
363,Louisa Coffee 路易．莎咖啡(市民店),ChIJD6JK3MarQjQRtFmjMmOoXfM,25.0435203,121.5574173,4.2,82,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區光復南路102號
364,STARBUCKS 星巴克 (台北時代門市),ChIJC_0CPLmrQjQRzBPdFBld4_4,25.0408826,121.564843,3.9,577,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",信義區忠孝東路五段8號2樓
366,LOUISA COFFEE 路易莎咖啡 (捷運市府門市),ChIJNwQISJmrQjQRGsDas6TYAcA,25.041346,121.56597,3.7,233,"['cafe', 'food', 'point_of_interest', 'establishment']",信義區忠孝東路五段33號
369,HWC黑沃咖啡 信義松菸店,ChIJwxBNAnKrQjQRIe54dYLAV2Q,25.042050600000003,121.56431770000002,5,64,"['cafe', 'food', 'point_of_interest', 'establishment']","No. 7號, Lane 190, Section 1, Jilong Road, Xinyi District"
371,Starbucks,ChIJ72YRDROqQjQR78QnbTtKkLg,25.039518700000002,121.56520159999998,4.1,145,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","No. 11號, Songgao Road, Xinyi District"
372,Louisa Coffee 路易．莎咖啡(永春門市),ChIJlXrWhOKrQjQRDCqwKLR1FVg,25.0406569,121.576525,3.7,200,"['cafe', 'food', 'point_of_interest', 'establishment']",信義區忠孝東路五段458號
373,丹堤咖啡館,ChIJqzSkrKGrQjQRBNYn2pDVeiY,25.0444615,121.58244520000001,3.5,331,"['cafe', 'food', 'point_of_interest', 'establishment']",南港區忠孝東路五段978號
374,Louisa Coffee 路易．莎咖啡(後山埤店),ChIJdT72VnWrQjQRnlV6dFXHKtc,25.0436111,121.58277779999999,3.8,488,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",南港區中坡南路13號
375,85度C咖啡蛋糕飲料(台北同德店),ChIJBxbccnWrQjQRkepzYI8q6_w,25.0450638,121.5840058,3.7,155,"['cafe', 'food', 'point_of_interest', 'establishment']",南港區同德路26號
377,STARBUCKS 星巴克 (南港車站門市),ChIJY3fZ3F2rQjQRF5LsAuEcBDs,25.0524815,121.6067929,4,439,"['cafe', 'food', 'point_of_interest', 'establishment']","南港區忠孝東路七段359號南港店, CITYLINK"
379,STARBUCKS 星巴克 (南港高鐵門市),ChIJGy1-b2erQjQRfFcvur659Wg,25.052895499999998,121.6072597,4.1,148,"['cafe', 'food', 'point_of_interest', 'establishment']",南港區忠孝東路七段371號B2
381,cama café 南港環球店,ChIJR91wrqirQjQRCFOgGFC3GOg,25.052895499999998,121.6072597,3.6,7,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",南港區忠孝東路七段371號B1櫃位21038
382,Louisa Coffee 路易．莎咖啡 (Citylink南港店),ChIJl_iiaWerQjQR6QtfcHiaZzs,25.052635199999997,121.6059095,3.3,173,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",南港區忠孝東路七段369號
387,怡客咖啡 文山店,ChIJuxRStBKqQjQRiY6syO1DebE,24.997016600000002,121.559673,3.9,169,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",文山區興隆路三段222號
391,Louisa Coffee 路易．莎咖啡(麟光店),ChIJFb6yPjSqQjQRqjstCXNVsN0,25.0240876,121.55591940000001,4.3,133,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",信義區崇德街101號1樓
392,路易斯國粹俱樂部,ChIJqZ8-s5arQjQRgKPsMHueJ_E,25.027815,121.554055,-,-,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區通化街173巷9號
393,STARBUCKS 星巴克 (敦和門市),ChIJuTnTDzKqQjQRUzlPO75hUGI,25.0255441,121.5491605,4.2,410,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區敦化南路二段263號
397,丹堤咖啡,ChIJJ8Qp2CmqQjQRo24XfjoLLeU,25.0244331,121.54811529999999,3.7,262,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區和平東路三段38號
398,HWC黑沃咖啡 大安和平店,ChIJDW1_hiOrQjQR0jLC--dPm28,25.0244271,121.5480238,4.9,93,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區和平東路三段46-4號
400,STARBUCKS 星巴克 (辛亥門市),ChIJDUmD13moQjQREo8j1iLK9HY,25.021736999999998,121.54117609999999,4.1,995,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區辛亥路二段175號
405,路易莎咖啡,ChIJhaM5Sy-qQjQRma44mnaGM_k,25.0219497,121.5422743,3.1,222,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區辛亥路二段205號
407,Louisa Coffee 路易．莎咖啡(瑞安店),ChIJqSmkTiqqQjQR9lD1JB7ktsc,25.0286306,121.53947509999999,4.1,702,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區建國南路二段151巷40號
408,丹堤咖啡,ChIJJ8Qp2CmqQjQR3bkrZhaTtOs,25.0370592,121.54384640000002,3.5,470,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區復興南路一段247號
409,cama café 台北大安店,ChIJ7fp3edCrQjQRUOeoIjcSPpQ,25.036609,121.5458794,4,106,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區大安路一段170-3號
427,HWC黑沃咖啡-台北復興店,ChIJ46vnIdqrQjQRsCdrfcvl9ts,25.043364999999998,121.54298700000001,4.3,102,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區復興南路一段122巷4號
429,Louisa Coffee 路易．莎咖啡(微風直營店),ChIJ37h1xdurQjQRNYyIt9bI5qc,25.045247,121.543594,3.8,397,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區復興南路一段42號
430,怡客咖啡 敦北店,ChIJLY1ileerQjQRW6_VY49Q8xk,25.0530389,121.5468139,3.8,409,"['cafe', 'food', 'point_of_interest', 'establishment']",松山區南京東路三段303巷8弄1號
435,LOUISA COFFEE 路易莎咖啡 (八德台安門市),ChIJKRNL79yrQjQRikLl9k3XlmA,25.048370000000002,121.54664059999999,3.8,311,"['cafe', 'food', 'point_of_interest', 'establishment']",松山區八德路二段429號
438,cama café 八德台安店,ChIJgZpgityrQjQRsX_gGQxwTGo,25.047741199999997,121.54584960000001,4.1,98,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區八德路二段358號
439,85度C咖啡蛋糕飲料(台北長安東店),ChIJRTf7EFypQjQRoaclUB41RAc,25.0484282,121.54224679999999,3.8,211,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區長安東路二段173號
443,cama café 長春復興店,ChIJNcyRzOCrQjQRud8My2If0wk,25.054459,121.5425405,4,127,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區長春路366號
447,路易莎咖啡LOUISA COFFEE 敦北店,ChIJbUIwQ-WrQjQRDoe36BdBtWQ,25.061054000000002,121.54768899999999,3.9,95,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區敦化北路244巷35號
450,STARBUCKS 星巴克 (民生門市),ChIJ3Tv9FOerQjQRKB0Y4TN6RdM,25.0580556,121.54472220000001,4.1,434,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區民生東路三段105號1F
452,STARBUCKS RESERVE™ 星巴克典藏門市 (宏泰門市),ChIJ3Tv9FOerQjQR8dtWPnA4x-I,25.0572333,121.54771070000001,4.1,305,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區民生東路三段156-1號
454,85度C 復興錦州店,ChIJrUfy2yCrQjQRBMq2bKgtQHA,25.0600855,121.5417523,4.2,70,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區錦州街408號
456,西雅圖極品咖啡 榮星紅樓店,ChIJrz0ZP-OrQjQRX6N6opR-kBs,25.0625917,121.54113889999999,4.1,607,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區民權東路三段3號
459,STARBUCKS 星巴克 (龍權門市),ChIJ3Tv9FOerQjQR_vckZVrXGrE,25.0621297,121.54061259999999,4.1,553,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區民權東路三段22號1F
461,怡客咖啡 榮星店,ChIJ9ZZy4uKrQjQRBOnVBJxDQ5k,25.062102,121.5397152,3.9,170,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區民權東路三段12號
462,西雅圖極品咖啡,ChIJUQIWSOOrQjQRf4zvn7XwNf8,25.0630296,121.5413471,-,-,"['cafe', 'food', 'point_of_interest', 'establishment']",Taiwan
463,LOUISA COFFEE 路易莎咖啡,ChIJX_58T-KrQjQRPiX_Mu9NrMU,25.062132899999998,121.54011100000001,3.5,352,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區民權東路三段16號
473,西雅圖極品咖啡 大直店,ChIJvYexoA-sQjQRshCh4htH6ls,25.0801428,121.55017920000002,4.1,189,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區北安路554巷49號
479,怡客咖啡 瑞寶店,ChIJH6VgOm6sQjQRjOPOB6fDF0k,25.0794565,121.56769820000001,3.6,236,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",內湖區瑞光路508號
480,STARBUCKS 星巴克 (瑞傳門市),ChIJtVZU22-sQjQRzJ_oRIHto4U,25.0785358,121.5695144,4.1,348,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區瑞光路476號
482,STARBUCKS 星巴克 (西湖門市),ChIJXSAMem-sQjQRKI5CudvBw7U,25.0811335,121.57053379999999,4,271,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區內湖路一段360巷2-1號
484,Louisa Coffee 路易．莎咖啡 (內湖瑞光直營門市),ChIJSSTw72-sQjQRMX2yEXP7g_M,25.0786592,121.5704844,3.9,213,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",內湖區瑞光路431號
486,西雅圖極品咖啡 明基店,ChIJuzoETIerQjQRRxzGmBv2E8o,25.081320899999998,121.564811,3.7,26,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區基湖路18號1樓
487,STARBUCKS 星巴克 (基湖門市),ChIJqZ_i5m2sQjQR-EK-vynby0k,25.0803852,121.56509399999999,4.1,431,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區基湖路25號
489,85度C咖啡蛋糕飲料烘培(內湖文德店),ChIJs57RDGmsQjQRgrwyn5CfIZ4,25.0784832,121.5788477,3.3,222,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",內湖區文德路2號
493,丹堤咖啡食品股份有限公司,ChIJ1b02AHCsQjQRD_k9LsWgeGA,25.0777451,121.57109799999999,-,-,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",臺灣省台北市 內湖區瑞光路392號1樓
494,丹堤咖啡。內湖光寶店,ChIJNTQ5VWWsQjQRMiwLMsMOgpQ,25.0777451,121.57109799999999,4.2,6,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區瑞光路392號
495,LOUISA COFFEE 路易莎咖啡 (內湖洲子店),ChIJ1b_JK7atQjQRpf4S8ZQXhos,25.079609,121.572624,4,316,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",內湖區洲子街69號1樓
500,STARBUCKS 星巴克 (康寧門市),ChIJJbpVAr2sQjQROz_aLExJE94,25.069940300000003,121.611423,4.1,446,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",內湖區康寧路三段72號
511,STARBUCKS 星巴克 (南園門市),ChIJVRrVWKesQjQRHt1epjQgPGM,25.057664300000003,121.6122003,3.9,82,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",南港區園區街3號 2號樓之7
513,路易莎咖啡 南港店,ChIJsWjehVirQjQRHjg9g4GMTyU,25.056810100000003,121.61345039999999,3.6,75,"['cafe', 'food', 'point_of_interest', 'establishment']",南港區三重路19-4號南軟園區一 期商店
515,Starbucks,ChIJEwB3caesQjQRXHBH_cROigM,25.058128600000003,121.61324599999999,4.1,414,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",南港區三重路19-10號1樓
516,HWC黑沃咖啡 台北南港店,ChIJZZDB3LarQjQR9DWNg1hret0,25.0555017,121.61218970000002,4.7,78,"['cafe', 'food', 'point_of_interest', 'establishment']","興東街與新民街交叉口 花旗銀行對面, No. 152-3號, 南港路一段, 南港區"
522,85度C 咖啡蛋糕 台北中研店,ChIJIbQX7lmrQjQRyq-OUsSgj2w,25.052035999999998,121.61594299999999,3.7,231,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",南港區研究院路一段110號
533,STARBUCKS 星巴克 (信義松德門市),ChIJ_9tzcK-rQjQRWxLjpqGMpRs,25.033898100000002,121.57478559999998,4.1,698,"['cafe', 'doctor', 'food', 'health', 'point_of_interest', 'establishment']",信義區信義路六段1號
535,STARBUCKS 星巴克 (新光門市),ChIJzQAOKCwjaTQRWTUHYNd1-KM,25.036544600000003,121.5672369,3.4,101,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",信義區松壽路11號
537,HWC黑沃咖啡-台北威秀店,ChIJ0-TN7LCrQjQRe6DhqkuPOlA,25.034899300000003,121.567457,4.3,198,"['cafe', 'food', 'point_of_interest', 'establishment']","a17, No. 20號, 松壽路, 信義區"
539,STARBUCKS 星巴克 (信義南山門市),ChIJ-cMhaRWrQjQRrY_ScenP9Aw,25.034315499999998,121.5681092,4.2,153,"['cafe', 'food', 'point_of_interest', 'establishment']","No. 100號, No. 2F, 松仁路, 信義區"
541,Starbucks,ChIJSaacLierQjQRUPX2UUD4uxc,25.0368521,121.5676666,4.3,3,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","No. 58號, Songren Road, Xinyi District"
552,STARBUCKS 星巴克 (南山門市),ChIJFWlX4LWrQjQRQ1XP4fhdm64,25.0316935,121.5611632,4,294,"['cafe', 'food', 'point_of_interest', 'establishment']",信義區莊敬路168號
554,Barista coffee shop WTO,ChIJSTLZ6barQjQRW1QYsyjzE9w,25.032662,121.56028229999998,4,750,"['cafe', 'food', 'point_of_interest', 'establishment']","No. 6號, Section 5, Xinyi Road, Xinyi District"
555,STARBUCKS 星巴克 (世貿一館門市),ChIJ9y4447qrQjQR8M_LqYlWKHo,25.03462,121.5621094,3.8,80,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",信義區信義路五段5號
565,Louisa Coffee 路易．莎咖啡(國泰店),ChIJEX2J1sirQjQRmkeSFkfmuo4,25.036794,121.55451000000001,3.2,171,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區仁愛路四段300巷13-2號
566,怡客咖啡 仁愛店,ChIJu88UzsirQjQR7Pg5R_DQnjs,25.0373963,121.5545955,3.7,240,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區仁愛路四段304號
567,85度C咖啡蛋糕飲料(信義通化店),ChIJ-d2D0vmrQjQRZuQWB5uwO1A,25.034885,121.555031,3.7,109,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區信義路四段265巷32號
571,Louisa Coffee 路易．莎咖啡(通化門市),ChIJKVRroMyrQjQR1EMh5lHr7fI,25.030033,121.5540594,3.9,118,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區通化街84號
572,Starbucks,ChIJ91kTojKqQjQRVxetIsd5LD4,25.0287393,121.54942279999999,4,238,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區敦化南路二段101號
